seed,N_from,N_to,N,tolerance,match_rate
66,50,100,100,3,59.64285714285714
66,100,150,150,1,59.285714285714285
66,100,150,150,2,72.14285714285714
66,100,150,150,3,72.14285714285714
66,150,200,200,1,68.21428571428572
66,150,200,200,2,79.28571428571428
66,150,200,200,3,79.28571428571428
66,200,250,250,1,72.85714285714285
66,200,250,250,2,85.35714285714285
66,200,250,250,3,85.35714285714285
66,250,300,300,1,74.64285714285714
66,250,300,300,2,85.35714285714285
66,250,300,300,3,85.35714285714285
67,10,20,20,1,41.785714285714285
67,10,20,20,2,50.357142857142854
67,10,20,20,3,50.357142857142854
67,20,30,30,1,50.71428571428571
67,20,30,30,2,60.0
67,20,30,30,3,60.0
67,30,50,50,1,48.57142857142857
67,30,50,50,2,58.57142857142858
67,30,50,50,3,58.57142857142858
67,50,100,100,1,47.85714285714286
67,50,100,100,2,62.857142857142854
67,50,100,100,3,62.857142857142854
67,100,150,150,1,56.785714285714285
67,100,150,150,2,71.07142857142857
67,100,150,150,3,71.07142857142857
67,150,200,200,1,64.64285714285715
67,150,200,200,2,76.42857142857142
67,150,200,200,3,76.42857142857142
67,200,250,250,1,70.35714285714286
67,200,250,250,2,81.42857142857143
67,200,250,250,3,81.42857142857143
67,250,300,300,1,72.5
67,250,300,300,2,85.0
67,250,300,300,3,85.0
68,10,20,20,1,38.57142857142858
68,10,20,20,2,47.85714285714286
68,10,20,20,3,47.85714285714286
68,20,30,30,1,53.57142857142857
68,20,30,30,2,63.92857142857142
68,20,30,30,3,63.92857142857142
68,30,50,50,1,55.00000000000001
68,30,50,50,2,64.64285714285715
68,30,50,50,3,64.64285714285715
68,50,100,100,1,49.642857142857146
68,50,100,100,2,62.857142857142854
68,50,100,100,3,62.857142857142854
68,100,150,150,1,57.85714285714286
68,100,150,150,2,74.28571428571429
68,100,150,150,3,74.28571428571429
68,150,200,200,1,65.0
68,150,200,200,2,78.21428571428571
68,150,200,200,3,78.21428571428571
68,200,250,250,1,69.28571428571428
68,200,250,250,2,81.07142857142857
68,200,250,250,3,81.07142857142857
68,250,300,300,1,75.35714285714286
68,250,300,300,2,86.78571428571429
68,250,300,300,3,86.78571428571429
69,10,20,20,1,33.92857142857143
69,10,20,20,2,43.92857142857143
69,10,20,20,3,43.92857142857143
69,20,30,30,1,51.07142857142857
69,20,30,30,2,62.142857142857146
69,20,30,30,3,62.142857142857146
69,30,50,50,1,49.28571428571429
69,30,50,50,2,62.857142857142854
69,30,50,50,3,62.857142857142854
69,50,100,100,1,52.5
69,50,100,100,2,61.78571428571429
69,50,100,100,3,61.78571428571429
69,100,150,150,1,58.92857142857143
69,100,150,150,2,70.71428571428572
69,100,150,150,3,70.71428571428572
69,150,200,200,1,66.78571428571428
69,150,200,200,2,78.92857142857143
69,150,200,200,3,78.92857142857143
69,200,250,250,1,70.35714285714286
69,200,250,250,2,80.0
69,200,250,250,3,80.0
69,250,300,300,1,74.64285714285714
69,250,300,300,2,86.07142857142858
69,250,300,300,3,86.07142857142858
70,10,20,20,1,36.42857142857142
70,10,20,20,2,47.5
70,10,20,20,3,47.5
70,20,30,30,1,50.71428571428571
70,20,30,30,2,62.857142857142854
70,20,30,30,3,62.857142857142854
70,30,50,50,1,46.07142857142857
70,30,50,50,2,60.71428571428571
70,30,50,50,3,60.71428571428571
70,50,100,100,1,45.714285714285715
70,50,100,100,2,60.0
70,50,100,100,3,60.0
70,100,150,150,1,58.57142857142858
70,100,150,150,2,72.5
70,100,150,150,3,72.5
70,150,200,200,1,67.5
70,150,200,200,2,81.07142857142857
70,150,200,200,3,81.07142857142857
70,200,250,250,1,71.07142857142857
70,200,250,250,2,81.78571428571428
70,200,250,250,3,81.78571428571428
70,250,300,300,1,72.5
70,250,300,300,2,84.28571428571429
70,250,300,300,3,84.28571428571429
71,10,20,20,1,37.142857142857146
71,10,20,20,2,44.642857142857146
71,10,20,20,3,44.642857142857146
71,20,30,30,1,51.42857142857142
71,20,30,30,2,62.142857142857146
71,20,30,30,3,62.142857142857146
71,30,50,50,1,50.71428571428571
71,30,50,50,2,66.07142857142857
71,30,50,50,3,66.07142857142857
71,50,100,100,1,42.857142857142854
71,50,100,100,2,61.07142857142858
71,50,100,100,3,61.07142857142858
71,100,150,150,1,58.92857142857143
71,100,150,150,2,73.92857142857143
71,100,150,150,3,73.92857142857143
71,150,200,200,1,67.14285714285714
71,150,200,200,2,79.64285714285714
71,150,200,200,3,79.64285714285714
71,200,250,250,1,73.21428571428571
71,200,250,250,2,82.5
71,200,250,250,3,82.5
71,250,300,300,1,74.28571428571429
71,250,300,300,2,83.21428571428572
71,250,300,300,3,83.21428571428572
72,10,20,20,1,41.07142857142857
72,10,20,20,2,50.0
72,10,20,20,3,50.0
72,20,30,30,1,52.142857142857146
72,20,30,30,2,61.42857142857143
72,20,30,30,3,61.42857142857143
72,30,50,50,1,50.71428571428571
72,30,50,50,2,62.857142857142854
72,30,50,50,3,62.857142857142854
72,50,100,100,1,47.5
72,50,100,100,2,63.21428571428571
72,50,100,100,3,63.21428571428571
72,100,150,150,1,62.857142857142854
72,100,150,150,2,74.28571428571429
72,100,150,150,3,74.28571428571429
72,150,200,200,1,66.78571428571428
72,150,200,200,2,79.64285714285714
72,150,200,200,3,79.64285714285714
72,200,250,250,1,69.28571428571428
72,200,250,250,2,80.71428571428572
72,200,250,250,3,80.71428571428572
72,250,300,300,1,74.28571428571429
72,250,300,300,2,83.21428571428572
72,250,300,300,3,83.21428571428572
73,10,20,20,1,33.214285714285715
73,10,20,20,2,41.785714285714285
73,10,20,20,3,41.785714285714285
73,20,30,30,1,52.5
73,20,30,30,2,63.57142857142857
73,20,30,30,3,63.57142857142857
73,30,50,50,1,47.85714285714286
73,30,50,50,2,59.64285714285714
73,30,50,50,3,59.64285714285714
73,50,100,100,1,47.5
73,50,100,100,2,61.07142857142858
73,50,100,100,3,61.07142857142858
73,100,150,150,1,60.0
73,100,150,150,2,73.57142857142858
73,100,150,150,3,73.57142857142858
73,150,200,200,1,62.5
73,150,200,200,2,76.07142857142857
73,150,200,200,3,76.07142857142857
73,200,250,250,1,74.28571428571429
73,200,250,250,2,83.21428571428572
73,200,250,250,3,83.21428571428572
73,250,300,300,1,73.92857142857143
73,250,300,300,2,82.85714285714286
73,250,300,300,3,82.85714285714286
74,10,20,20,1,38.21428571428571
74,10,20,20,2,47.85714285714286
74,10,20,20,3,47.85714285714286
74,20,30,30,1,47.14285714285714
74,20,30,30,2,56.07142857142857
74,20,30,30,3,56.07142857142857
74,30,50,50,1,48.92857142857142
74,30,50,50,2,62.5
74,30,50,50,3,62.5
74,50,100,100,1,45.0
74,50,100,100,2,57.85714285714286
74,50,100,100,3,57.85714285714286
74,100,150,150,1,58.57142857142858
74,100,150,150,2,71.42857142857143
74,100,150,150,3,71.42857142857143
74,150,200,200,1,62.5
74,150,200,200,2,76.78571428571429
74,150,200,200,3,76.78571428571429
74,200,250,250,1,72.85714285714285
74,200,250,250,2,82.14285714285714
74,200,250,250,3,82.14285714285714
74,250,300,300,1,80.71428571428572
74,250,300,300,2,88.57142857142857
74,250,300,300,3,88.57142857142857
75,10,20,20,1,34.64285714285714
75,10,20,20,2,44.642857142857146
75,10,20,20,3,44.642857142857146
75,20,30,30,1,47.85714285714286
75,20,30,30,2,57.14285714285714
75,20,30,30,3,57.14285714285714
75,30,50,50,1,47.5
75,30,50,50,2,60.0
75,30,50,50,3,60.0
75,50,100,100,1,49.28571428571429
75,50,100,100,2,64.28571428571429
75,50,100,100,3,64.28571428571429
75,100,150,150,1,59.64285714285714
75,100,150,150,2,75.71428571428571
75,100,150,150,3,75.71428571428571
75,150,200,200,1,67.14285714285714
75,150,200,200,2,80.0
75,150,200,200,3,80.0
75,200,250,250,1,70.35714285714286
75,200,250,250,2,81.07142857142857
75,200,250,250,3,81.07142857142857
75,250,300,300,1,77.14285714285715
75,250,300,300,2,88.92857142857142
75,250,300,300,3,88.92857142857142
76,10,20,20,1,39.285714285714285
76,10,20,20,2,50.357142857142854
76,10,20,20,3,50.357142857142854
76,20,30,30,1,48.92857142857142
76,20,30,30,2,58.92857142857143
76,20,30,30,3,58.92857142857143
76,30,50,50,1,48.57142857142857
76,30,50,50,2,63.21428571428571
76,30,50,50,3,63.21428571428571
76,50,100,100,1,46.42857142857143
76,50,100,100,2,62.857142857142854
76,50,100,100,3,62.857142857142854
76,100,150,150,1,61.78571428571429
76,100,150,150,2,75.35714285714286
76,100,150,150,3,75.35714285714286
76,150,200,200,1,65.0
76,150,200,200,2,79.64285714285714
76,150,200,200,3,79.64285714285714
76,200,250,250,1,67.5
76,200,250,250,2,82.85714285714286
76,200,250,250,3,82.85714285714286
76,250,300,300,1,72.14285714285714
76,250,300,300,2,84.64285714285714
76,250,300,300,3,84.64285714285714
77,10,20,20,1,36.78571428571429
77,10,20,20,2,47.85714285714286
77,10,20,20,3,47.85714285714286
77,20,30,30,1,54.285714285714285
77,20,30,30,2,62.142857142857146
77,20,30,30,3,62.142857142857146
77,30,50,50,1,49.28571428571429
77,30,50,50,2,61.78571428571429
77,30,50,50,3,61.78571428571429
77,50,100,100,1,45.357142857142854
77,50,100,100,2,62.5
77,50,100,100,3,62.5
77,100,150,150,1,61.07142857142858
77,100,150,150,2,73.92857142857143
77,100,150,150,3,73.92857142857143
77,150,200,200,1,68.92857142857143
77,150,200,200,2,81.07142857142857
77,150,200,200,3,81.07142857142857
77,200,250,250,1,65.0
77,200,250,250,2,81.07142857142857
77,200,250,250,3,81.07142857142857
77,250,300,300,1,73.21428571428571
77,250,300,300,2,87.5
77,250,300,300,3,87.5
78,10,20,20,1,40.35714285714286
78,10,20,20,2,48.92857142857142
78,10,20,20,3,48.92857142857142
78,20,30,30,1,43.92857142857143
78,20,30,30,2,55.00000000000001
78,20,30,30,3,55.00000000000001
78,30,50,50,1,54.64285714285714
78,30,50,50,2,64.64285714285715
78,30,50,50,3,64.64285714285715
78,50,100,100,1,48.214285714285715
78,50,100,100,2,61.42857142857143
78,50,100,100,3,61.42857142857143
78,100,150,150,1,58.92857142857143
78,100,150,150,2,72.85714285714285
78,100,150,150,3,72.85714285714285
78,150,200,200,1,68.92857142857143
78,150,200,200,2,81.07142857142857
78,150,200,200,3,81.07142857142857
78,200,250,250,1,72.5
78,200,250,250,2,81.07142857142857
78,200,250,250,3,81.07142857142857
78,250,300,300,1,74.28571428571429
78,250,300,300,2,85.0
78,250,300,300,3,85.0
79,10,20,20,1,37.142857142857146
79,10,20,20,2,47.14285714285714
79,10,20,20,3,47.14285714285714
79,20,30,30,1,52.85714285714286
79,20,30,30,2,63.57142857142857
79,20,30,30,3,63.57142857142857
79,30,50,50,1,49.28571428571429
79,30,50,50,2,60.357142857142854
79,30,50,50,3,60.357142857142854
79,50,100,100,1,48.57142857142857
79,50,100,100,2,62.5
79,50,100,100,3,62.5
79,100,150,150,1,58.92857142857143
79,100,150,150,2,72.14285714285714
79,100,150,150,3,72.14285714285714
79,150,200,200,1,61.07142857142858
79,150,200,200,2,75.71428571428571
79,150,200,200,3,75.71428571428571
79,200,250,250,1,71.78571428571429
79,200,250,250,2,81.78571428571428
79,200,250,250,3,81.78571428571428
79,250,300,300,1,70.35714285714286
79,250,300,300,2,83.21428571428572
79,250,300,300,3,83.21428571428572
80,10,20,20,1,35.0
80,10,20,20,2,46.07142857142857
80,10,20,20,3,46.07142857142857
80,20,30,30,1,47.85714285714286
80,20,30,30,2,55.714285714285715
80,20,30,30,3,55.714285714285715
80,30,50,50,1,46.07142857142857
80,30,50,50,2,57.49999999999999
80,30,50,50,3,57.49999999999999
80,50,100,100,1,38.92857142857143
80,50,100,100,2,58.57142857142858
80,50,100,100,3,58.57142857142858
80,100,150,150,1,54.285714285714285
80,100,150,150,2,71.07142857142857
80,100,150,150,3,71.07142857142857
80,150,200,200,1,66.07142857142857
80,150,200,200,2,77.14285714285715
80,150,200,200,3,77.14285714285715
80,200,250,250,1,70.71428571428572
80,200,250,250,2,81.42857142857143
80,200,250,250,3,81.42857142857143
80,250,300,300,1,71.42857142857143
80,250,300,300,2,82.5
80,250,300,300,3,82.5
81,10,20,20,1,36.42857142857142
81,10,20,20,2,43.92857142857143
81,10,20,20,3,43.92857142857143
81,20,30,30,1,50.357142857142854
81,20,30,30,2,60.357142857142854
81,20,30,30,3,60.357142857142854
81,30,50,50,1,49.28571428571429
81,30,50,50,2,61.07142857142858
81,30,50,50,3,61.07142857142858
81,50,100,100,1,42.857142857142854
81,50,100,100,2,60.357142857142854
81,50,100,100,3,60.357142857142854
81,100,150,150,1,54.285714285714285
81,100,150,150,2,70.35714285714286
81,100,150,150,3,70.35714285714286
81,150,200,200,1,66.78571428571428
81,150,200,200,2,77.14285714285715
81,150,200,200,3,77.14285714285715
81,200,250,250,1,73.92857142857143
81,200,250,250,2,81.78571428571428
81,200,250,250,3,81.78571428571428
81,250,300,300,1,74.28571428571429
81,250,300,300,2,82.85714285714286
81,250,300,300,3,82.85714285714286
82,10,20,20,1,37.857142857142854
82,10,20,20,2,48.92857142857142
82,10,20,20,3,48.92857142857142
82,20,30,30,1,45.714285714285715
82,20,30,30,2,58.214285714285715
82,20,30,30,3,58.214285714285715
82,30,50,50,1,47.5
82,30,50,50,2,58.92857142857143
82,30,50,50,3,58.92857142857143
82,50,100,100,1,46.42857142857143
82,50,100,100,2,60.357142857142854
82,50,100,100,3,60.357142857142854
82,100,150,150,1,62.857142857142854
82,100,150,150,2,74.64285714285714
82,100,150,150,3,74.64285714285714
82,150,200,200,1,65.0
82,150,200,200,2,73.92857142857143
82,150,200,200,3,73.92857142857143
82,200,250,250,1,75.71428571428571
82,200,250,250,2,83.57142857142857
82,200,250,250,3,83.57142857142857
82,250,300,300,1,75.71428571428571
82,250,300,300,2,85.0
82,250,300,300,3,85.0
83,10,20,20,1,37.5
83,10,20,20,2,48.57142857142857
83,10,20,20,3,48.57142857142857
83,20,30,30,1,49.642857142857146
83,20,30,30,2,56.785714285714285
83,20,30,30,3,56.785714285714285
83,30,50,50,1,47.5
83,30,50,50,2,57.85714285714286
83,30,50,50,3,57.85714285714286
83,50,100,100,1,44.285714285714285
83,50,100,100,2,61.07142857142858
83,50,100,100,3,61.07142857142858
83,100,150,150,1,61.42857142857143
83,100,150,150,2,74.64285714285714
83,100,150,150,3,74.64285714285714
83,150,200,200,1,64.64285714285715
83,150,200,200,2,78.57142857142857
83,150,200,200,3,78.57142857142857
83,200,250,250,1,73.21428571428571
83,200,250,250,2,83.92857142857143
83,200,250,250,3,83.92857142857143
83,250,300,300,1,73.21428571428571
83,250,300,300,2,84.28571428571429
83,250,300,300,3,84.28571428571429
84,10,20,20,1,33.92857142857143
84,10,20,20,2,41.42857142857143
84,10,20,20,3,41.42857142857143
84,20,30,30,1,50.0
84,20,30,30,2,57.49999999999999
84,20,30,30,3,57.49999999999999
84,30,50,50,1,49.642857142857146
84,30,50,50,2,59.64285714285714
84,30,50,50,3,59.64285714285714
84,50,100,100,1,48.92857142857142
84,50,100,100,2,66.07142857142857
84,50,100,100,3,66.07142857142857
84,100,150,150,1,59.285714285714285
84,100,150,150,2,78.21428571428571
84,100,150,150,3,78.21428571428571
84,150,200,200,1,66.42857142857143
84,150,200,200,2,78.21428571428571
84,150,200,200,3,78.21428571428571
84,200,250,250,1,70.0
84,200,250,250,2,76.78571428571429
84,200,250,250,3,76.78571428571429
84,250,300,300,1,76.42857142857142
84,250,300,300,2,85.35714285714285
84,250,300,300,3,85.35714285714285
85,10,20,20,1,37.142857142857146
85,10,20,20,2,49.642857142857146
85,10,20,20,3,49.642857142857146
85,20,30,30,1,48.92857142857142
85,20,30,30,2,59.64285714285714
85,20,30,30,3,59.64285714285714
85,30,50,50,1,44.642857142857146
85,30,50,50,2,60.357142857142854
85,30,50,50,3,60.357142857142854
85,50,100,100,1,42.142857142857146
85,50,100,100,2,56.785714285714285
85,50,100,100,3,56.785714285714285
85,100,150,150,1,62.857142857142854
85,100,150,150,2,76.78571428571429
85,100,150,150,3,76.78571428571429
85,150,200,200,1,64.64285714285715
85,150,200,200,2,77.5
85,150,200,200,3,77.5
85,200,250,250,1,72.14285714285714
85,200,250,250,2,80.71428571428572
85,200,250,250,3,80.71428571428572
85,250,300,300,1,74.28571428571429
85,250,300,300,2,83.92857142857143
85,250,300,300,3,83.92857142857143
86,10,20,20,1,39.64285714285714
86,10,20,20,2,48.92857142857142
86,10,20,20,3,48.92857142857142
86,20,30,30,1,51.07142857142857
86,20,30,30,2,61.07142857142858
86,20,30,30,3,61.07142857142858
86,30,50,50,1,46.42857142857143
86,30,50,50,2,58.214285714285715
86,30,50,50,3,58.214285714285715
86,50,100,100,1,46.785714285714285
86,50,100,100,2,59.64285714285714
86,50,100,100,3,59.64285714285714
86,100,150,150,1,61.42857142857143
86,100,150,150,2,73.57142857142858
86,100,150,150,3,73.57142857142858
86,150,200,200,1,61.78571428571429
86,150,200,200,2,78.57142857142857
86,150,200,200,3,78.57142857142857
86,200,250,250,1,71.42857142857143
86,200,250,250,2,86.07142857142858
86,200,250,250,3,86.07142857142858
86,250,300,300,1,75.71428571428571
86,250,300,300,2,85.0
86,250,300,300,3,85.0
87,10,20,20,1,37.142857142857146
87,10,20,20,2,47.5
87,10,20,20,3,47.5
87,20,30,30,1,50.71428571428571
87,20,30,30,2,57.14285714285714
87,20,30,30,3,57.14285714285714
87,30,50,50,1,50.71428571428571
87,30,50,50,2,61.07142857142858
87,30,50,50,3,61.07142857142858
87,50,100,100,1,50.0
87,50,100,100,2,66.07142857142857
87,50,100,100,3,66.07142857142857
87,100,150,150,1,63.92857142857142
87,100,150,150,2,76.07142857142857
87,100,150,150,3,76.07142857142857
87,150,200,200,1,70.71428571428572
87,150,200,200,2,80.71428571428572
87,150,200,200,3,80.71428571428572
87,200,250,250,1,70.71428571428572
87,200,250,250,2,84.64285714285714
87,200,250,250,3,84.64285714285714
87,250,300,300,1,74.28571428571429
87,250,300,300,2,88.21428571428571
87,250,300,300,3,88.21428571428571
88,10,20,20,1,37.142857142857146
88,10,20,20,2,48.57142857142857
88,10,20,20,3,48.57142857142857
88,20,30,30,1,51.07142857142857
88,20,30,30,2,61.07142857142858
88,20,30,30,3,61.07142857142858
88,30,50,50,1,50.71428571428571
88,30,50,50,2,63.92857142857142
88,30,50,50,3,63.92857142857142
88,50,100,100,1,50.71428571428571
88,50,100,100,2,64.28571428571429
88,50,100,100,3,64.28571428571429
88,100,150,150,1,58.92857142857143
88,100,150,150,2,75.0
88,100,150,150,3,75.0
88,150,200,200,1,66.78571428571428
88,150,200,200,2,77.5
88,150,200,200,3,77.5
88,200,250,250,1,73.92857142857143
88,200,250,250,2,82.14285714285714
88,200,250,250,3,82.14285714285714
88,250,300,300,1,73.57142857142858
88,250,300,300,2,81.78571428571428
88,250,300,300,3,81.78571428571428
89,10,20,20,1,38.21428571428571
89,10,20,20,2,48.92857142857142
89,10,20,20,3,48.92857142857142
89,20,30,30,1,50.0
89,20,30,30,2,58.92857142857143
89,20,30,30,3,58.92857142857143
89,30,50,50,1,50.0
89,30,50,50,2,64.28571428571429
89,30,50,50,3,64.28571428571429
89,50,100,100,1,47.85714285714286
89,50,100,100,2,65.71428571428571
89,50,100,100,3,65.71428571428571
89,100,150,150,1,60.71428571428571
89,100,150,150,2,72.85714285714285
89,100,150,150,3,72.85714285714285
89,150,200,200,1,68.21428571428572
89,150,200,200,2,79.64285714285714
89,150,200,200,3,79.64285714285714
89,200,250,250,1,69.64285714285714
89,200,250,250,2,81.78571428571428
89,200,250,250,3,81.78571428571428
89,250,300,300,1,75.71428571428571
89,250,300,300,2,85.35714285714285
89,250,300,300,3,85.35714285714285
90,10,20,20,1,31.785714285714285
90,10,20,20,2,43.92857142857143
90,10,20,20,3,43.92857142857143
90,20,30,30,1,56.785714285714285
90,20,30,30,2,67.14285714285714
90,20,30,30,3,67.14285714285714
90,30,50,50,1,52.5
90,30,50,50,2,62.5
90,30,50,50,3,62.5
90,50,100,100,1,46.42857142857143
90,50,100,100,2,58.92857142857143
90,50,100,100,3,58.92857142857143
90,100,150,150,1,56.42857142857143
90,100,150,150,2,71.78571428571429
90,100,150,150,3,71.78571428571429
90,150,200,200,1,66.07142857142857
90,150,200,200,2,78.57142857142857
90,150,200,200,3,78.57142857142857
90,200,250,250,1,74.28571428571429
90,200,250,250,2,80.71428571428572
90,200,250,250,3,80.71428571428572
90,250,300,300,1,77.14285714285715
90,250,300,300,2,83.57142857142857
90,250,300,300,3,83.57142857142857
91,10,20,20,1,38.21428571428571
91,10,20,20,2,48.214285714285715
91,10,20,20,3,48.214285714285715
91,20,30,30,1,52.5
91,20,30,30,2,61.07142857142858
91,20,30,30,3,61.07142857142858
91,30,50,50,1,45.714285714285715
91,30,50,50,2,58.214285714285715
91,30,50,50,3,58.214285714285715
91,50,100,100,1,45.0
91,50,100,100,2,60.0
91,50,100,100,3,60.0
91,100,150,150,1,60.0
91,100,150,150,2,74.28571428571429
91,100,150,150,3,74.28571428571429
91,150,200,200,1,68.92857142857143
91,150,200,200,2,77.85714285714286
91,150,200,200,3,77.85714285714286
91,200,250,250,1,75.35714285714286
91,200,250,250,2,86.42857142857143
91,200,250,250,3,86.42857142857143
91,250,300,300,1,75.71428571428571
91,250,300,300,2,85.71428571428571
91,250,300,300,3,85.71428571428571
92,10,20,20,1,31.785714285714285
92,10,20,20,2,43.92857142857143
92,10,20,20,3,43.92857142857143
92,20,30,30,1,48.57142857142857
92,20,30,30,2,56.42857142857143
92,20,30,30,3,56.42857142857143
92,30,50,50,1,53.57142857142857
92,30,50,50,2,67.14285714285714
92,30,50,50,3,67.14285714285714
92,50,100,100,1,48.214285714285715
92,50,100,100,2,61.07142857142858
92,50,100,100,3,61.07142857142858
92,100,150,150,1,58.214285714285715
92,100,150,150,2,75.0
92,100,150,150,3,75.0
92,150,200,200,1,67.14285714285714
92,150,200,200,2,78.21428571428571
92,150,200,200,3,78.21428571428571
92,200,250,250,1,71.42857142857143
92,200,250,250,2,83.21428571428572
92,200,250,250,3,83.21428571428572
92,250,300,300,1,76.78571428571429
92,250,300,300,2,86.07142857142858
92,250,300,300,3,86.07142857142858
93,10,20,20,1,32.857142857142854
93,10,20,20,2,42.857142857142854
93,10,20,20,3,42.857142857142854
93,20,30,30,1,49.642857142857146
93,20,30,30,2,60.357142857142854
93,20,30,30,3,60.357142857142854
93,30,50,50,1,47.85714285714286
93,30,50,50,2,59.64285714285714
93,30,50,50,3,59.64285714285714
93,50,100,100,1,48.57142857142857
93,50,100,100,2,63.92857142857142
93,50,100,100,3,63.92857142857142
93,100,150,150,1,61.42857142857143
93,100,150,150,2,72.85714285714285
93,100,150,150,3,72.85714285714285
93,150,200,200,1,69.64285714285714
93,150,200,200,2,81.07142857142857
93,150,200,200,3,81.07142857142857
93,200,250,250,1,70.71428571428572
93,200,250,250,2,80.71428571428572
93,200,250,250,3,80.71428571428572
93,250,300,300,1,72.14285714285714
93,250,300,300,2,85.0
93,250,300,300,3,85.0
94,10,20,20,1,41.07142857142857
94,10,20,20,2,51.07142857142857
94,10,20,20,3,51.07142857142857
94,20,30,30,1,53.92857142857142
94,20,30,30,2,66.07142857142857
94,20,30,30,3,66.07142857142857
94,30,50,50,1,44.285714285714285
94,30,50,50,2,58.214285714285715
94,30,50,50,3,58.214285714285715
94,50,100,100,1,45.714285714285715
94,50,100,100,2,60.0
94,50,100,100,3,60.0
94,100,150,150,1,60.0
94,100,150,150,2,75.0
94,100,150,150,3,75.0
94,150,200,200,1,68.92857142857143
94,150,200,200,2,79.28571428571428
94,150,200,200,3,79.28571428571428
94,200,250,250,1,75.35714285714286
94,200,250,250,2,87.14285714285714
94,200,250,250,3,87.14285714285714
94,250,300,300,1,76.78571428571429
94,250,300,300,2,87.85714285714286
94,250,300,300,3,87.85714285714286
95,10,20,20,1,36.78571428571429
95,10,20,20,2,49.642857142857146
95,10,20,20,3,49.642857142857146
95,20,30,30,1,50.71428571428571
95,20,30,30,2,60.357142857142854
95,20,30,30,3,60.357142857142854
95,30,50,50,1,53.92857142857142
95,30,50,50,2,63.57142857142857
95,30,50,50,3,63.57142857142857
95,50,100,100,1,46.42857142857143
95,50,100,100,2,62.857142857142854
95,50,100,100,3,62.857142857142854
95,100,150,150,1,61.42857142857143
95,100,150,150,2,75.35714285714286
95,100,150,150,3,75.35714285714286
95,150,200,200,1,67.14285714285714
95,150,200,200,2,79.64285714285714
95,150,200,200,3,79.64285714285714
95,200,250,250,1,68.92857142857143
95,200,250,250,2,82.14285714285714
95,200,250,250,3,82.14285714285714
95,250,300,300,1,74.64285714285714
95,250,300,300,2,87.14285714285714
95,250,300,300,3,87.14285714285714
96,10,20,20,1,37.5
96,10,20,20,2,45.0
96,10,20,20,3,45.0
96,20,30,30,1,50.71428571428571
96,20,30,30,2,57.14285714285714
96,20,30,30,3,57.14285714285714
96,30,50,50,1,53.57142857142857
96,30,50,50,2,65.0
96,30,50,50,3,65.0
96,50,100,100,1,46.785714285714285
96,50,100,100,2,59.64285714285714
96,50,100,100,3,59.64285714285714
96,100,150,150,1,62.142857142857146
96,100,150,150,2,76.07142857142857
96,100,150,150,3,76.07142857142857
96,150,200,200,1,61.78571428571429
96,150,200,200,2,79.64285714285714
96,150,200,200,3,79.64285714285714
96,200,250,250,1,67.5
96,200,250,250,2,81.07142857142857
96,200,250,250,3,81.07142857142857
96,250,300,300,1,77.85714285714286
96,250,300,300,2,88.57142857142857
96,250,300,300,3,88.57142857142857
97,10,20,20,1,27.857142857142858
97,10,20,20,2,40.714285714285715
97,10,20,20,3,40.714285714285715
97,20,30,30,1,49.642857142857146
97,20,30,30,2,62.857142857142854
97,20,30,30,3,62.857142857142854
97,30,50,50,1,46.42857142857143
97,30,50,50,2,61.78571428571429
97,30,50,50,3,61.78571428571429
97,50,100,100,1,47.14285714285714
97,50,100,100,2,58.92857142857143
97,50,100,100,3,58.92857142857143
97,100,150,150,1,60.71428571428571
97,100,150,150,2,72.5
97,100,150,150,3,72.5
97,150,200,200,1,65.71428571428571
97,150,200,200,2,79.64285714285714
97,150,200,200,3,79.64285714285714
97,200,250,250,1,68.21428571428572
97,200,250,250,2,78.92857142857143
97,200,250,250,3,78.92857142857143
97,250,300,300,1,77.14285714285715
97,250,300,300,2,85.0
97,250,300,300,3,85.0
98,10,20,20,1,42.142857142857146
98,10,20,20,2,52.142857142857146
98,10,20,20,3,52.142857142857146
98,20,30,30,1,50.0
98,20,30,30,2,59.285714285714285
98,20,30,30,3,59.285714285714285
98,30,50,50,1,48.92857142857142
98,30,50,50,2,62.857142857142854
98,30,50,50,3,62.857142857142854
98,50,100,100,1,52.5
98,50,100,100,2,65.71428571428571
98,50,100,100,3,65.71428571428571
98,100,150,150,1,58.57142857142858
98,100,150,150,2,70.35714285714286
98,100,150,150,3,70.35714285714286
98,150,200,200,1,61.78571428571429
98,150,200,200,2,73.21428571428571
98,150,200,200,3,73.21428571428571
98,200,250,250,1,70.71428571428572
98,200,250,250,2,78.57142857142857
98,200,250,250,3,78.57142857142857
98,250,300,300,1,73.92857142857143
98,250,300,300,2,80.0
98,250,300,300,3,80.0
99,10,20,20,1,36.78571428571429
99,10,20,20,2,46.07142857142857
99,10,20,20,3,46.07142857142857
99,20,30,30,1,50.357142857142854
99,20,30,30,2,62.142857142857146
99,20,30,30,3,62.142857142857146
99,30,50,50,1,47.5
99,30,50,50,2,60.71428571428571
99,30,50,50,3,60.71428571428571
99,50,100,100,1,42.142857142857146
99,50,100,100,2,56.07142857142857
99,50,100,100,3,56.07142857142857
99,100,150,150,1,55.35714285714286
99,100,150,150,2,71.07142857142857
99,100,150,150,3,71.07142857142857
99,150,200,200,1,62.5
99,150,200,200,2,76.78571428571429
99,150,200,200,3,76.78571428571429
